CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
26100	30032	273	0.922	62.034
22565	24652	273	0.9218	34.005
22565	25078	273	0.9723	42.011
22565	26116	273	0.9571	43.990
22565	27435	273	0.9455	59.967
22565	30032	273	0.9707	12.018
22565	30986	273	0.9457	26.033
22565	31291	273	0.9291	5.974
1126	6369	273	0.9451	0.000
30986	31291	273	0.9298	-20.058
27435	30986	273	0.9714	-33.934
30032	30986	273	0.9575	14.015
25078	30986	273	0.9723	-15.978
26116	30986	273	0.9687	-17.957
43037	46197	273	0.9081	-14.016
46197	46957	273	0.9379	30.011
24652	25078	273	0.9343	8.005
24652	28209	273	0.9293	-18.043
24652	30032	273	0.9321	-21.988
24652	31291	273	0.9507	-28.031
12313	24652	273	0.9076	-66.047
909	11096	273	0.937	-46.980
3496	11096	273	0.9439	-46.980
9469	11096	273	0.9307	-45.054
9884	11096	273	0.9345	-47.975
11096	17773	273	0.9513	62.027
11096	46957	273	0.9375	-158.065
9064	17407	273	0.9791	-0.000
17407	22240	273	0.9414	43.006
17773	22240	273	0.9468	-2.016
9064	22240	273	0.9223	43.006
31908	36466	273	0.9239	-15.995
31908	42040	273	0.9748	0.000
31908	46691	273	0.9341	15.977
27288	31908	273	0.9727	-15.977
909	3496	273	0.9938	0.000
909	9884	273	0.9398	0.995
909	17773	273	0.9516	15.047
9884	18352	273	0.9394	-2.016
9469	12313	273	0.9546	-14.016
9889	12313	273	0.9173	-13.962
27435	30032	273	0.9511	-47.949
25078	27435	273	0.9749	17.956
26116	27435	273	0.9838	15.977
10571	27435	273	0.9237	-15.000
31597	46691	273	0.9571	41.026
27288	31597	273	0.9881	-41.026
30192	31597	273	0.9916	183.162
36466	42040	273	0.9226	15.995
3496	9469	273	0.9423	-1.925
9469	9889	273	0.9383	-0.054
25255	30192	273	0.9131	-6.009
18323	19127	273	0.9246	19.982
3496	17773	273	0.9532	15.047
9884	17773	273	0.9546	14.052
14896	17773	273	0.9414	3.010
27288	46691	273	0.9617	0.000
42040	46691	273	0.9412	15.977
10571	46691	273	0.9142	-0.984
31291	36818	273	0.9302	-78.011
36132	36818	273	0.9556	-30.011
24546	28489	273	0.9199	23.967
30032	31291	273	0.9401	-6.043
25078	30032	273	0.9674	-29.993
26116	30032	273	0.9615	-31.972
27288	42040	273	0.9546	-15.977
10571	27288	273	0.9244	-0.984
10571	25078	273	0.9184	-32.956
10571	26116	273	0.9225	-30.977
31291	36132	273	0.9487	-48.000
28489	36132	273	0.903	-76.014
30354	36132	273	0.9202	-61.998
3496	9884	273	0.9423	0.995
19127	25255	273	0.9281	-9.986
30354	31291	273	0.9122	-13.998
25078	31291	273	0.9426	-36.036
25078	26116	273	0.9722	1.979
37350	38331	274	0.9026	-14.016
38331	41635	274	0.9276	-14.016
37350	41635	274	0.8155	-28.031
38279	40755	275	0.9577	-54.047
38279	41911	275	0.9905	-56.063
38279	44020	275	0.9954	-28.031
44020	46364	275	0.9549	32.026
37897	38270	275	0.948	-26.015
38270	39134	275	0.9768	-26.016
38270	39811	275	0.94	28.031
38270	40024	275	0.9184	6.011
38270	42075	275	0.8995	-4.031
40755	41911	275	0.9645	-2.016
40755	42825	275	0.9392	9.985
40755	44020	275	0.9619	26.016
37897	40755	275	0.9145	-6.046
37897	39134	275	0.9538	-52.031
38106	39134	275	0.885	-58.042
39134	39811	275	0.9606	54.047
39134	40024	275	0.9382	32.026
39134	42075	275	0.8931	21.985
39811	42075	275	0.8988	-32.062
40024	42075	275	0.9003	-10.042
37897	42075	275	0.9052	-30.046
37897	38106	275	0.8845	6.011
37897	39811	275	0.9336	2.016
37897	40024	275	0.9276	-20.004
41911	44020	275	0.9955	28.031
38106	40024	275	0.9255	-26.016
39811	40024	275	0.9069	-22.021
3280	5920	276	0.9368	-14.016
3280	7000	276	0.912	-23.016
5920	7000	276	0.7327	-9.000
8859	14192	277	0.8042	1.980
32711	34345	277	0.8136	18.011
22089	32711	277	0.8183	2.016
21586	32711	277	0.9825	0.000
14192	22089	277	0.8101	30.010
22089	24567	277	0.8385	-32.026
21586	22089	277	0.8163	-2.016
34615	34706	278	0.8804	-35.977
34615	34957	278	0.8867	35.977
28371	34615	278	0.8624	15.995
25028	34615	278	0.8746	18.011
20930	34615	278	0.864	-68.062
14187	34615	278	0.8232	-17.966
8415	11683	278	0.8291	-33.961
8415	13384	278	0.8771	-77.910
8415	13617	278	0.9826	-14.016
8415	13918	278	0.823	-125.897
8415	19727	278	0.9687	18.010
8415	19795	278	0.8332	-0.000
8415	20930	278	0.8363	-17.966
8415	23861	278	0.8866	-68.063
8415	30346	278	0.8474	-82.078
27777	28371	278	0.9222	43.950
27818	28371	278	0.9149	45.947
28371	29429	278	0.8972	-91.935
24472	28371	278	0.8383	-35.977
25028	28371	278	0.8638	2.016
11683	28371	278	0.8565	-68.063
13384	13617	278	0.873	63.895
13617	19727	278	0.9622	32.026
13617	19795	278	0.8529	14.015
13617	20930	278	0.825	-3.951
13617	23861	278	0.8507	-54.047
13617	30346	278	0.8967	-68.063
23861	25028	278	0.8607	-35.977
25028	30346	278	0.8577	21.961
25028	34706	278	0.8665	-17.966
11683	13918	278	0.8716	-91.936
13384	13918	278	0.9302	-47.987
13918	19727	278	0.8329	143.908
13918	29429	278	0.8486	-68.062
23743	23861	278	0.8646	11.964
23861	24472	278	0.8859	2.016
23861	27777	278	0.9048	-77.911
23861	27818	278	0.8725	-79.908
23861	30346	278	0.9843	-14.016
23861	34957	278	0.9681	18.011
17939	23861	278	0.8531	-28.068
27777	27818	278	0.948	-1.997
27777	29429	278	0.9603	-47.985
27777	30346	278	0.8899	63.896
27777	34957	278	0.9038	95.922
23743	27777	278	0.872	-65.948
24472	27777	278	0.8703	-79.927
17939	27777	278	0.827	-105.979
13384	27777	278	0.8615	-68.064
20930	23232	278	0.8509	-35.977
19727	19795	278	0.8348	-18.011
11683	13384	278	0.907	-43.949
11683	19727	278	0.8288	51.972
11683	20930	278	0.8694	15.995
19727	20930	278	0.8466	-35.977
19727	34957	278	0.8547	-68.062
13384	19727	278	0.8811	95.921
27818	30346	278	0.8565	65.892
29429	30346	278	0.8376	111.881
30346	34957	278	0.9626	32.026
23743	30346	278	0.8382	-2.052
24472	30346	278	0.8439	-16.031
23743	24472	278	0.8917	13.979
24472	27818	278	0.8834	-81.924
24472	29429	278	0.8309	-127.912
24472	34957	278	0.8287	15.995
17939	24472	278	0.8636	-26.052
27818	34957	278	0.8602	97.919
29429	34957	278	0.8697	143.907
23743	34957	278	0.8606	29.974
14187	34957	278	0.8889	18.011
23743	27818	278	0.8658	-67.944
23743	29429	278	0.8226	-113.933
17939	23743	278	0.9078	-40.031
27818	29429	278	0.9154	-45.989
17939	27818	278	0.8231	-107.976
34565	45603	281	0.8088	74.037
43180	47040	281	0.8839	-40.031
43226	47040	281	0.8584	-58.042
43243	47040	281	0.8099	-114.068
43463	47040	281	0.8811	-28.031
45365	47040	281	0.814	-44.026
45603	47040	281	0.8447	-42.047
45699	47040	281	0.8085	-84.058
40552	45699	281	0.8423	-30.011
43180	45699	281	0.8528	44.026
43226	45699	281	0.8134	26.016
43243	45699	281	0.8777	-30.011
43463	45699	281	0.8589	56.026
45365	45699	281	0.8533	40.031
45603	45699	281	0.8181	42.011
43226	45365	281	0.8072	-14.016
43463	45365	281	0.9044	15.995
43180	43463	281	0.8786	-12.000
43226	43463	281	0.8469	-30.010
43243	43463	281	0.8142	-86.037
43463	45603	281	0.8222	14.016
43226	45053	281	0.808	40.031
45053	45603	281	0.8053	-56.026
43180	45603	281	0.8629	2.016
43226	45603	281	0.8918	-15.995
43243	45603	281	0.8132	-72.021
40552	43243	281	0.9365	0.000
43180	43243	281	0.8578	74.037
43226	43243	281	0.8702	56.026
40552	43180	281	0.8155	-74.037
43180	43226	281	0.8259	18.011
4279	4702	284	0.8057	-45.058
4279	30228	284	0.8625	-68.063
28836	36999	285	0.9268	-38.051
21057	23164	286	0.9388	-58.042
14287	23164	286	0.7542	-89.037
14287	21057	286	0.7797	-30.995
29126	32305	287	0.8744	45.058
29126	36073	287	0.9143	-42.011
21792	29126	287	0.7747	15.995
23044	37123	287	0.9592	0.000
21792	23044	287	0.9049	45.058
21792	37123	287	0.8674	45.058
20360	20582	288	0.8917	-46.040
20360	20599	288	0.7881	-63.066
20360	20824	288	0.9417	27.995
20360	20918	288	0.9101	-46.042
20360	21082	288	0.8286	-63.068
14979	20360	288	0.8842	32.026
10028	15441	288	0.7797	-31.042
14979	15441	288	0.9526	-17.027
15441	20582	288	0.8171	3.012
15441	20599	288	0.8185	-14.013
15441	20918	288	0.8419	3.011
15441	21082	288	0.8755	-14.016
20582	20824	288	0.868	74.035
20630	20824	288	0.8211	-46.042
20824	20918	288	0.8858	-74.037
20824	21082	288	0.7994	-91.063
14979	20824	288	0.8137	60.021
20182	20599	288	0.7643	28.034
20582	20918	288	0.947	-0.002
20599	20918	288	0.8774	17.024
20918	21082	288	0.9687	-17.026
14979	20918	288	0.8776	-14.016
20582	20599	288	0.9409	-17.025
20599	21082	288	0.905	-0.003
14979	20599	288	0.7937	-31.039
20582	21082	288	0.9197	-17.028
14979	20582	288	0.8553	-14.014
14979	21082	288	0.8304	-31.042
10433	15145	289	0.8904	-42.011
15795	15886	290	0.8569	1.998
15795	18016	290	0.7069	-66.126
15795	22645	290	0.7063	-98.167
18016	22645	290	0.7877	-32.041
15886	22645	290	0.7384	-100.165
6618	6669	290	0.8911	-18.011
6669	12407	290	0.8164	36.021
6618	12407	290	0.8591	18.011
12407	15826	290	0.7495	62.001
18016	23508	290	0.8226	-17.966
15826	23508	290	0.724	-53.943
15826	18016	290	0.7051	-35.976
15886	18016	290	0.7333	-68.124
8812	12722	292	0.963	-14.016
12722	13263	292	0.8922	25.020
12722	24342	292	0.8312	-131.971
12722	24633	292	0.8411	-33.083
12722	35343	292	0.8473	-51.109
12722	36725	292	0.8591	-15.109
12722	39697	292	0.868	-65.049
12722	40571	292	0.8635	-43.140
26442	38563	292	0.9034	-28.030
24101	38563	292	0.8599	-56.031
24705	38563	292	0.9665	-52.032
36599	38563	292	0.9689	-14.016
36795	38563	292	0.8376	102.031
38563	41282	292	0.9167	-14.015
10606	38563	292	0.9404	-141.030
26616	30237	292	0.8944	-13.912
24101	26616	292	0.8378	-26.016
1386	1752	292	0.9169	-157.074
26442	36599	292	0.9392	-14.015
24705	26442	292	0.9065	-24.002
18845	24322	292	0.9087	-27.995
1386	13272	292	0.9144	-130.100
12426	16970	292	0.9244	-35.977
12426	23771	292	0.9071	-110.073
12426	27407	292	0.9096	-136.053
23771	23881	292	0.8918	-25.979
23881	24119	292	0.9507	44.026
23881	27407	292	0.9466	-0.000
14269	23881	292	0.9471	2.016
37263	40946	292	0.9165	-28.031
24101	30237	292	0.8622	-39.928
6482	10606	292	0.9772	-14.016
6482	15421	292	0.9733	-28.031
6482	15427	292	0.9663	-54.047
6482	15636	292	0.9659	-42.047
6482	19818	292	0.9598	-68.062
6482	31366	292	0.95	-52.104
6482	33115	292	0.9324	-76.104
6482	37225	292	0.9498	-78.120
18845	19818	292	0.9088	44.063
19818	31366	292	0.9709	15.958
19818	33115	292	0.9659	-8.041
19818	37225	292	0.9784	-10.057
10606	19818	292	0.9801	-54.047
15421	19818	292	0.9804	-40.031
15427	19818	292	0.9794	-14.016
15636	19818	292	0.9796	-26.016
11235	14120	292	0.8952	95.184
13272	14120	292	0.8947	-44.025
14120	14867	292	0.9139	-44.026
14120	16649	292	0.8915	-176.105
23771	27407	292	0.9337	-25.980
24119	27407	292	0.9265	-44.027
14269	27407	292	0.9317	2.015
13318	14269	292	0.9162	-32.063
14269	23771	292	0.9078	27.995
14269	24119	292	0.946	46.042
11235	14867	292	0.9368	51.158
12789	14867	292	0.893	-28.986
13272	14867	292	0.9308	-88.052
14867	15510	292	0.9524	-44.026
14867	16118	292	0.9385	-88.053
14867	16649	292	0.9342	-132.079
14867	17153	292	0.933	-176.105
31366	33115	292	0.9509	-24.000
33115	37225	292	0.9692	-2.016
18845	33115	292	0.8823	36.021
10606	33115	292	0.9542	-62.088
15421	33115	292	0.9496	-48.073
15427	33115	292	0.9521	-22.057
15636	33115	292	0.9436	-34.057
11235	16118	292	0.9386	-36.895
13272	16118	292	0.9432	-176.104
15510	16118	292	0.9654	-44.026
16118	16649	292	0.9335	-44.026
16118	17153	292	0.9203	-88.053
29156	35343	292	0.8656	128.920
16970	29156	292	0.8618	-108.992
10606	15421	292	0.9893	-14.016
10606	15427	292	0.9725	-40.031
10606	15636	292	0.9791	-28.031
10606	24705	292	0.9373	-88.998
10606	31366	292	0.9748	-38.089
10606	37225	292	0.9773	-64.104
8812	24633	292	0.833	-47.099
36725	40571	292	0.9782	-28.031
8812	36725	292	0.854	-29.125
11235	13272	292	0.9248	139.209
12789	13272	292	0.8953	59.065
13272	15510	292	0.958	-132.078
16970	22647	292	0.8281	-136.049
31366	37225	292	0.9786	-26.015
15421	31366	292	0.9721	-24.073
15427	31366	292	0.96	1.943
15636	31366	292	0.9681	-10.057
23771	24119	292	0.891	18.047
35343	37225	292	0.9136	35.977
15421	37225	292	0.9695	-50.088
15427	37225	292	0.9588	-24.073
15636	37225	292	0.9614	-36.073
11235	12789	292	0.8874	80.144
12789	13318	292	0.902	78.032
12789	15510	292	0.9185	-73.013
12789	16649	292	0.8816	-161.066
13318	15510	292	0.9153	-151.045
35343	39697	292	0.8395	-13.941
8812	35343	292	0.8402	-65.124
15421	15427	292	0.9792	-26.016
15421	15636	292	0.988	-14.015
15421	41282	292	0.9438	-141.029
24705	36599	292	0.9603	-38.016
11235	17153	292	0.9287	-124.948
15510	17153	292	0.9367	-132.079
16649	17153	292	0.9533	-44.026
15427	15636	292	0.9799	12.000
11235	15510	292	0.9482	7.131
15510	16649	292	0.9397	-88.053
39697	40571	292	0.8282	21.909
40571	40946	292	0.8325	-33.984
8812	40571	292	0.8579	-57.156
8812	13263	292	0.8616	11.005
8812	39697	292	0.8585	-79.065
11235	16649	292	0.9296	-80.921
15427	18845	292	0.9098	-58.078
6312	11822	293	0.9827	-88.052
11822	13587	293	0.9952	-44.026
11822	13972	293	0.9882	-176.105
11822	14065	293	0.9919	-132.079
11822	14184	293	0.9946	-88.052
6312	14184	293	0.9736	-176.105
13536	14184	293	0.9803	132.079
13587	14184	293	0.997	-44.026
13972	14184	293	0.9954	88.053
14065	14184	293	0.997	44.026
6312	13587	293	0.9772	-132.079
13536	13587	293	0.9808	176.105
13587	13972	293	0.9926	-132.079
13587	14065	293	0.9952	-88.053
13536	13972	293	0.9881	44.026
13536	14065	293	0.9843	88.052
13972	14065	293	0.9967	44.026
7721	9990	294	0.9416	-88.053
8919	9990	294	0.9771	-44.026
9715	9990	294	0.9506	17.026
9990	10197	294	0.9535	-61.053
9990	10877	294	0.9736	-44.026
9990	11080	294	0.9514	-105.079
9990	11803	294	0.9634	-88.053
9990	12524	294	0.9602	-132.079
9715	12524	294	0.9441	-115.052
10197	12524	294	0.9538	-71.026
10877	12524	294	0.9656	-88.052
11080	12524	294	0.9593	-27.000
11803	12524	294	0.9724	-44.026
12231	12524	294	0.9634	17.026
12524	13013	294	0.9662	-61.053
12524	13698	294	0.9662	-105.079
12524	14347	294	0.9658	-149.105
6452	10197	294	0.9468	-132.079
8721	10197	294	0.9835	-88.053
9715	10197	294	0.9949	-44.026
10197	10877	294	0.9485	17.026
10197	11080	294	0.9952	-44.026
10197	12231	294	0.9918	-88.052
10197	13013	294	0.9883	-132.079
10197	13698	294	0.9815	-176.105
9715	13013	294	0.9793	-176.105
10877	13013	294	0.9487	-149.105
11080	13013	294	0.9932	-88.053
11803	13013	294	0.9543	-105.079
12231	13013	294	0.998	-44.026
13013	13698	294	0.996	-44.027
13013	14347	294	0.9923	-88.053
13013	14848	294	0.9632	-132.079
7721	8919	294	0.9604	-44.027
8919	10877	294	0.9504	-88.053
9715	10877	294	0.942	-27.000
10877	11803	294	0.9699	-44.026
10877	13698	294	0.9452	-193.132
2657	6452	294	0.9599	-44.027
8721	12231	294	0.9687	-176.105
9715	12231	294	0.9837	-132.079
11080	12231	294	0.9971	-44.026
11803	12231	294	0.9542	-61.052
12231	13698	294	0.9936	-88.053
12231	14347	294	0.9893	-132.079
12231	14848	294	0.9578	-176.105
11080	14347	294	0.982	-176.105
11803	14347	294	0.9531	-193.132
13698	14347	294	0.997	-44.026
14347	14848	294	0.9753	-44.026
11080	13698	294	0.9874	-132.079
11803	13698	294	0.954	-149.105
13698	14848	294	0.9724	-88.052
8721	11080	294	0.9762	-132.079
9715	11080	294	0.9901	-88.052
11080	11803	294	0.9537	17.026
6452	8721	294	0.9652	-44.026
8721	9715	294	0.9913	-44.026
6452	9715	294	0.9566	-88.052
30275	31182	296	0.7893	-77.841
30275	37692	296	0.8244	55.859
30535	31182	296	0.8887	-15.974
17832	18448	298	0.9473	-44.026
18448	18972	298	0.9674	-44.026
18448	19479	298	0.9597	-88.052
17006	18448	298	0.9181	-88.053
17006	17832	298	0.934	-44.026
17006	18972	298	0.9127	-132.079
17006	19479	298	0.905	-176.105
17832	18972	298	0.9452	-88.052
18972	19479	298	0.9651	-44.026
17832	19479	298	0.942	-132.079
30617	31428	299	0.8858	44.026
26715	32959	299	0.8924	-44.026
28690	32959	299	0.8555	88.053
25760	32959	299	0.8799	-14.016
18710	32959	299	0.9146	44.026
19310	25760	299	0.8622	-44.026
19310	26715	299	0.8641	-14.016
12255	19310	299	0.8971	-35.037
32837	36055	299	0.8609	28.031
30617	32837	299	0.9084	-88.052
26715	31040	299	0.8454	-28.031
26715	31399	299	0.871	35.037
26715	31562	299	0.8544	-14.016
23751	26715	299	0.8754	-35.038
18710	22091	299	0.8578	14.016
18710	28690	299	0.9333	-44.026
18710	29754	299	0.8763	-88.053
31040	32896	299	0.8413	35.037
31399	32896	299	0.8452	-28.031
28690	29754	299	0.954	-44.026
28690	29853	299	0.929	-88.053
24709	28690	299	0.8882	-14.016
22091	24709	299	0.9186	-44.026
24709	25730	299	0.9291	-44.026
24709	25977	299	0.8682	-88.052
12255	23751	299	0.9182	-14.016
12255	31399	299	0.9101	-14.016
25730	25977	299	0.9436	-44.026
25977	29853	299	0.8966	-14.016
29754	29853	299	0.9721	-44.027
25730	29754	299	0.899	-14.016
40359	41104	299	0.908	44.027
36055	41104	299	0.8498	17.974
22091	25760	299	0.8902	44.027
30617	31562	299	0.8749	28.031
23751	31399	299	0.9854	-0.000
31040	36911	299	0.8941	44.026
29687	31344	303	0.969	-14.016
29687	33681	303	0.9756	18.010
34501	37452	304	0.9419	-14.016
3870	20608	305	0.8723	66.010
8185	20608	305	0.8641	57.021
20332	20608	305	0.8506	67.958
20608	29733	305	0.9459	-100.089
7900	20332	305	0.8618	-45.988
10279	20332	305	0.886	15.995
1279	1363	305	0.8414	65.952
1279	1447	305	0.9323	79.967
1279	4490	305	0.8615	113.936
4490	7900	305	0.8587	30.010
4490	17757	305	0.8672	1.990
1363	1447	305	0.8859	14.014
1447	4490	305	0.9135	33.969
1363	4490	305	0.8546	47.984
5801	8887	306	0.9453	-132.078
6971	8887	306	0.9558	-88.052
8042	8887	306	0.9449	-44.026
8887	9772	306	0.9584	-44.026
8887	10602	306	0.9511	-88.053
9772	11890	306	0.9129	-132.079
10602	11890	306	0.9034	-88.052
6971	10602	306	0.9582	-176.104
8042	10602	306	0.915	-132.078
9772	10602	306	0.9648	-44.026
5801	6971	306	0.9623	-44.026
5801	8042	306	0.9197	-88.052
5801	9772	306	0.9454	-176.104
6971	9772	306	0.9676	-132.078
8042	9772	306	0.917	-88.052
6971	8042	306	0.9288	-44.026
7625	9364	307	0.817	-14.016
9364	17977	307	0.8116	-14.016
7625	17977	307	0.7835	-28.031
7481	12097	308	0.829	-12.037
37365	37855	311	0.765	27.995
28899	44867	311	0.7536	-141.188
39683	44867	311	0.74	-91.100
40868	44867	311	0.8372	5.953
44758	44867	311	0.8898	88.052
44867	44884	311	0.9495	-44.026
44867	45711	311	0.9346	-14.016
39683	45711	311	0.7412	-105.115
40868	45711	311	0.8133	-8.063
44758	45711	311	0.8534	74.036
44884	45711	311	0.9048	30.010
28899	40868	311	0.7498	-147.141
39683	40868	311	0.8544	-97.053
40868	44884	311	0.7566	-38.073
22232	31283	311	0.7557	-27.995
22232	33609	311	0.7609	-27.995
44758	44884	311	0.9696	44.026
31283	33609	311	0.9987	0.000
33609	37365	311	0.9239	-14.016
33609	39683	311	0.8268	-168.152
28899	33609	311	0.8214	118.064
28899	31283	311	0.8214	118.063
28899	37365	311	0.814	104.048
28899	39683	311	0.783	-50.088
31283	37365	311	0.9254	-14.016
37365	39683	311	0.7437	-154.136
31283	39683	311	0.8285	-168.152
9448	16655	313	0.9567	-178.012
16471	16655	313	0.9638	-61.932
16655	18690	313	0.9935	-58.042
16655	21060	313	0.9859	-116.084
6830	7511	313	0.899	-118.063
6830	9103	313	0.9571	-58.042
6830	9971	313	0.901	-176.106
6830	10972	313	0.8183	27.047
7511	9448	313	0.8248	27.047
9448	10972	313	0.9227	118.064
9448	16471	313	0.9702	-116.079
7511	9103	313	0.8925	60.021
9103	9971	313	0.9069	-118.064
7511	9971	313	0.9836	-58.043
18690	21060	313	0.9952	-58.042
16471	18690	313	0.9665	-119.974
16471	21060	313	0.9666	-178.016
6106	14436	314	0.7589	-28.031
14436	23367	314	0.8003	-28.031
6106	6716	314	0.7415	16.973
23367	23701	314	0.8008	17.026
23367	29009	314	0.9257	-14.016
6716	10993	314	0.7493	-58.042
22528	23670	315	0.7343	28.031
19837	22528	315	0.9043	-0.000
704	21783	319	0.8626	-98.146
21375	21783	319	0.9405	13.979
21783	47856	319	0.9185	-40.067
16775	21783	319	0.9397	-14.052
704	47856	319	0.8588	-138.213
16775	21375	319	0.9578	-28.031
16775	47856	319	0.9295	-54.119
21375	47856	319	0.9412	-26.088
31403	31530	320	0.9327	-78.005
31403	31766	320	0.922	-76.008
31403	37548	320	0.9039	-16.172
13371	31403	320	0.9194	-39.891
35147	35396	320	0.9684	-56.063
35147	37548	320	0.9502	-112.125
35147	42215	320	0.9025	-168.188
30603	35147	320	0.9232	28.032
12773	35147	320	0.9133	0.000
13371	35147	320	0.9291	56.063
7765	12773	320	0.9481	12.036
9430	12773	320	0.9106	28.031
12773	13371	320	0.9153	-56.062
12773	30603	320	0.9007	-28.031
12773	35396	320	0.9019	-56.062
12773	37548	320	0.9126	-112.125
35396	42215	320	0.919	-112.126
13371	31026	320	0.9123	36.117
13371	30603	320	0.9275	28.031
13371	35396	320	0.9291	0.000
13371	37548	320	0.9513	-56.063
30603	35396	320	0.9072	-28.031
31530	31746	320	0.9335	-1.997
31530	31766	320	0.9432	1.997
35396	37548	320	0.9611	-56.063
31746	31766	320	0.9124	3.994
27670	27772	321	0.8877	35.977
27472	27542	321	0.8108	35.977
27472	27772	321	0.9581	-35.977
27542	27772	321	0.8246	-71.953
27542	29686	321	0.8214	136.125
26205	39441	322	0.9095	-108.021
39285	39441	322	0.8132	-55.990
39441	40015	322	0.8501	73.016
12521	39441	322	0.7243	-106.042
6119	12521	322	0.8198	30.011
6119	21443	322	0.8247	30.010
6119	26205	322	0.7582	31.990
26205	39285	322	0.7345	-52.032
39285	40015	322	0.9508	17.027
4505	12521	322	0.7896	-116.084
12521	19515	322	0.8465	-42.011
12521	19524	322	0.7729	181.131
12521	26205	322	0.887	1.979
26205	40015	322	0.8408	-35.005
19524	26205	322	0.8749	-179.152
29485	30025	323	0.9382	10.980
30025	32270	323	0.9508	-14.016
13961	30025	323	0.9193	-6.994
14837	30025	323	0.9086	30.974
33729	38461	323	0.9377	165.174
30365	38461	323	0.9138	-45.934
37982	38461	323	0.9511	39.995
13961	38461	323	0.9444	-47.913
14837	38461	323	0.9116	-9.944
5500	17784	323	0.9557	-0.000
5500	26114	323	0.903	9.984
5500	29485	323	0.9374	-28.031
33729	41857	323	0.9198	-152.083
13961	14837	323	0.9345	-37.968
14837	24576	323	0.9456	-40.031
14837	32270	323	0.9128	16.958
14837	33729	323	0.9329	-175.119
24576	33729	323	0.9083	-135.088
13961	24576	323	0.9198	-77.999
39941	46352	323	0.9151	-16.068
37238	46352	323	0.9501	-12.073
38832	46352	323	0.9603	-28.031
30528	38832	323	0.9112	-70.115
37238	38832	323	0.9551	15.959
38832	39941	323	0.9404	-11.963
30528	39941	323	0.9608	-82.078
30528	45084	323	0.9537	102.032
39941	41082	323	0.9152	15.995
39941	45084	323	0.9438	184.110
37238	39941	323	0.929	3.995
13961	30365	323	0.915	-1.979
17784	29485	323	0.9441	-28.031
13961	29485	323	0.914	-17.974
19673	21864	323	0.9179	27.989
20439	21864	323	0.9473	53.986
21864	26114	323	0.9111	23.005
21864	45336	323	0.9135	23.005
11397	21864	323	0.9328	23.016
14450	21864	323	0.9439	35.016
26114	45336	323	0.9976	-0.000
17784	45336	323	0.9314	9.984
11397	45336	323	0.9369	46.021
14450	45336	323	0.9354	58.021
45084	45336	323	0.9666	56.062
11397	14450	323	0.9853	-12.000
14450	19673	323	0.9056	7.027
14450	20439	323	0.9091	-18.970
14450	26114	323	0.9284	58.021
14450	34767	323	0.922	13.980
17784	26114	323	0.9399	9.984
32270	33729	323	0.9051	-192.077
13961	32270	323	0.9091	-21.010
11397	26114	323	0.9308	46.021
11397	34767	323	0.9115	1.980
26114	45084	323	0.9565	-56.063
32835	34495	324	0.8834	-2.015
31441	32835	324	0.9494	162.052
30394	32835	324	0.9106	-26.017
30394	31441	324	0.8959	-188.069
30394	33501	324	0.9163	-2.016
41808	43309	325	0.8934	-84.094
42438	43309	325	0.9729	-28.031
42692	43309	325	0.9507	28.032
43107	43309	325	0.9608	14.016
41808	42438	325	0.8942	-56.063
42438	42692	325	0.9508	-56.063
42438	43107	325	0.9547	-42.047
41808	42692	325	0.8825	-112.125
42692	43107	325	0.9772	14.016
41808	43107	325	0.893	-98.109
2067	13389	326	0.9011	-32.027
7803	13389	326	0.9642	-14.016
10242	13389	326	0.9733	15.995
2067	3387	326	0.913	-31.990
3387	3883	326	0.9318	15.995
3387	17070	326	0.9253	16.990
2067	3883	326	0.9677	-15.995
3883	10366	326	0.9429	-77.910
3883	17070	326	0.9569	0.995
2067	10366	326	0.926	-93.905
2067	17070	326	0.9461	-15.000
5369	10242	326	0.9841	-14.016
10366	17070	326	0.9246	78.906
5369	7803	326	0.9591	15.995
8284	17515	327	0.8744	1.979
10412	17515	327	0.9045	-16.032
16919	17515	327	0.933	18.010
17515	19003	327	0.8919	-32.026
12814	19003	327	0.891	-16.031
16919	19003	327	0.9369	-14.016
8284	13207	327	0.8921	-17.966
10412	13207	327	0.9015	-35.977
12814	13207	327	0.8805	-3.951
8284	16919	327	0.8847	-16.031
12814	16919	327	0.8723	-2.015
8284	10412	327	0.9364	18.011
8284	12814	327	0.9547	-14.016
10412	12814	327	0.9094	-32.026
4812	11375	329	0.9373	15.995
3308	3369	329	0.9253	-32.023
3308	10182	329	0.9235	-14.016
10116	11375	329	0.9162	32.023
10182	11375	329	0.9665	-33.984
9706	10182	329	0.9304	32.023
9706	10116	329	0.9642	-33.984
7683	7718	330	0.8146	-132.079
7683	8349	330	0.8473	-88.052
7683	8840	330	0.9268	-44.026
7683	9392	330	0.7977	-176.105
7683	13884	330	0.8062	-58.042
7718	8840	330	0.91	88.052
8349	8840	330	0.9357	44.026
8840	9392	330	0.8863	-132.079
8840	11190	330	0.8791	-176.105
8840	13884	330	0.9165	-14.016
7718	12442	330	0.9713	-132.079
8349	12442	330	0.9451	-176.105
9392	12442	330	0.9838	-88.052
11190	12442	330	0.9856	-44.026
7718	8349	330	0.9712	44.026
8349	9392	330	0.962	-88.053
8349	11190	330	0.957	-132.079
8349	13884	330	0.7986	30.011
